,Value,Feature
3127,0.0002454382774885744,f13 f40
3128,0.00024584008497186005,f2 f54
3129,0.00024594643036834896,f60 f97
3130,0.000246245734160766,f36 f67
3131,0.00024641325580887496,f20 f64
3132,0.000246975920163095,f20 f53
3133,0.00024717554333619773,f21 f80
3134,0.00024760395172052085,f16 f45
3135,0.000247955322265625,f17 f50
3136,0.00024824595311656594,f20^2
3137,0.00024882564321160316,f47 f88
3138,0.0002491833292879164,f0 f34
3139,0.000249418371822685,f39 f47
3140,0.0002494247746653855,f86
3141,0.00024977425346150994,f1 f34
3142,0.0002499833353795111,f38 f90
3143,0.00025003618793562055,f17 f47
3144,0.0002505127340555191,f4 f22
3145,0.00025074160657823086,f14 f92
3146,0.0002511426864657551,f38 f92
3147,0.00025134067982435226,f51 f75
3148,0.0002518576511647552,f0 f58
3149,0.00025232622283510864,f32 f90
3150,0.00025261298287659883,f35 f53
3151,0.00025274339714087546,f63 f72
3152,0.00025291816564276814,f4 f9
3153,0.00025297075626440346,f0 f66
3154,0.00025299866683781147,f17 f70
3155,0.00025300440029241145,f24 f56
3156,0.00025301220011897385,f43 f85
3157,0.0002531088248360902,f36 f52
3158,0.0002531111822463572,f26
3159,0.0002531610371079296,f56 f87
3160,0.0002533982624299824,f58 f85
3161,0.00025357576669193804,f47 f89
3162,0.0002541684079915285,f11 f16
3163,0.0002544580493122339,f10 f17
3164,0.0002546552277635783,f17 f59
3165,0.00025480028125457466,f13 f25
3166,0.000254848157055676,f11 f75
3167,0.00025620777159929276,f19 f44
3168,0.00025641091633588076,f60 f76
3169,0.00025738656404428184,f4 f90
3170,0.00025745853781700134,f51 f70
3171,0.0002576348197180778,f31 f37
3172,0.0002583587192930281,f48 f76
3173,0.00025848427321761847,f35 f84
3174,0.000258671265328303,f45 f57
3175,0.0002588579955045134,f20 f80
3176,0.00025891713448800147,f28 f49
3177,0.000258927553659305,f1 f20
3178,0.00025986312539316714,f7 f77
3179,0.00025996199110522866,f14 f93
3180,0.00026101013645529747,f27
3181,0.000261050125118345,f34 f99
3182,0.0002612870011944324,f31 f93
3183,0.0002615219564177096,f1 f12
3184,0.00026180807617492974,f2 f84
3185,0.000261948152910918,f38
3186,0.00026244382024742663,f2 f22
3187,0.000262849876889959,f0 f15
3188,0.0002630534872878343,f26 f74
3189,0.00026356629678048193,f35 f93
3190,0.0002636969438754022,f28 f84
3191,0.0002637079160194844,f84 f96
3192,0.0002638997684698552,f9 f60
3193,0.00026391493156552315,f7 f48
3194,0.00026401932700537145,f26 f38
3195,0.0002643804473336786,f36 f46
3196,0.00026439796783961356,f50 f65
3197,0.0002649367961566895,f20 f59
3198,0.0002652695693541318,f14 f87
3199,0.00026597484247758985,f20 f76
3200,0.0002660058962646872,f13 f14
3201,0.00026614678790792823,f14 f72
3202,0.00026629387866705656,f5 f15
3203,0.0002664284547790885,f7 f59
3204,0.0002669529931154102,f84 f97
3205,0.0002670120447874069,f35 f54
3206,0.0002675833529792726,f39 f80
3207,0.0002675945870578289,f6 f23
3208,0.0002676795411389321,f61 f69
3209,0.00026774618891067803,f74 f98
3210,0.00026786336093209684,f61 f72
3211,0.0002679293102119118,f39 f74
3212,0.00026827954570762813,f30
3213,0.00026895228074863553,f32 f83
3214,0.00026910900487564504,f6 f24
3215,0.000269551994279027,f51 f80
3216,0.00026993820210918784,f33 f52
3217,0.00027023148140870035,f56 f94
3218,0.00027059827698394656,f98
3219,0.0002706624800339341,f29 f91
3220,0.00027076725382357836,f3 f40
3221,0.0002709806722123176,f25 f83
3222,0.0002713457215577364,f28 f53
3223,0.00027157299336977303,f10 f62
3224,0.00027162805781699717,f0 f19
3225,0.00027193434652872384,f1 f81
3226,0.00027200992917642,f67 f81
3227,0.000272084231255576,f37 f94
3228,0.0002721478813327849,f48 f88
3229,0.00027258950285613537,f41 f42
3230,0.0002734655572567135,f2 f3
3231,0.00027355956262908876,f30 f61
3232,0.00027366328868083656,f83 f88
3233,0.0002737046452239156,f48 f94
3234,0.00027378994855098426,f3 f76
3235,0.0002739255432970822,f96
3236,0.0002746529062278569,f1 f32
3237,0.0002754908928181976,f10 f27
3238,0.00027629677788354456,f81 f94
3239,0.00027653761208057404,f14^2
3240,0.0002767734113149345,f21 f50
3241,0.0002775243774522096,f44 f97
3242,0.00027795223286375403,f1 f27
3243,0.0002782927476800978,f7 f63
3244,0.0002785249671433121,f2 f38
3245,0.0002785668184515089,f30 f64
3246,0.00027883806615136564,f8 f70
3247,0.0002789309364743531,f8 f95
3248,0.00027929642237722874,f7 f98
3249,0.0002793047751765698,f51 f95
3250,0.00027931504882872105,f27 f32
3251,0.0002794329193420708,f10 f91
3252,0.0002794967731460929,f14 f59
3253,0.0002796606859192252,f54 f85
3254,0.0002797416818793863,f13 f87
3255,0.00028013213886879385,f72 f89
3256,0.0002802383969537914,f89 f93
3257,0.00028043510974384844,f50 f76
3258,0.00028066642698831856,f36 f79
3259,0.00028090999694541097,f72 f99
3260,0.00028119428316131234,f12 f49
3261,0.0002814115141518414,f8 f57
3262,0.0002815331390593201,f65 f66
3263,0.0002815335465129465,f3 f9
3264,0.0002815366315189749,f20 f32
3265,0.00028168721473775804,f19 f54
3266,0.0002820734807755798,f39 f73
3267,0.00028261385159567,f14 f42
3268,0.00028270873008295894,f19 f57
3269,0.00028279548860155046,f34 f73
3270,0.00028280308470129967,f27 f39
3271,0.00028310445486567914,f36 f39
3272,0.0002834468614310026,f24 f30
3273,0.00028353792731650174,f33 f62
3274,0.0002837741340044886,f20 f37
3275,0.00028378370916470885,f17 f91
3276,0.0002842161920852959,f5 f8
3277,0.0002843383699655533,f2 f76
3278,0.00028437378932721913,f74 f93
3279,0.0002852801699191332,f10 f39
3280,0.00028539079357869923,f27 f49
3281,0.00028542435029521585,f0 f22
3282,0.00028560622013174,f35 f44
3283,0.0002856100909411907,f5 f31
3284,0.00028570013819262385,f6 f64
3285,0.00028659580857492983,f51 f60
3286,0.00028706109151244164,f70 f92
3287,0.00028789963107556105,f39
3288,0.0002879157254938036,f38 f44
3289,0.00028803083114326,f23 f35
3290,0.00028806921909563243,f78
3291,0.0002882267872337252,f20 f69
3292,0.0002882914850488305,f34 f43
3293,0.00028890089015476406,f43 f62
3294,0.0002892450138460845,f1 f19
3295,0.0002892828779295087,f10 f28
3296,0.0002895842771977186,f17 f52
3297,0.00028991379076614976,f23 f73
3298,0.00029001812799833715,f14 f32
3299,0.00029032494057901204,f37 f71
3300,0.00029049156000837684,f38 f76
3301,0.00029158059624023736,f5 f76
3302,0.00029176927637308836,f33 f68
3303,0.0002918845566455275,f77 f82
3304,0.00029190609348006546,f86 f96
3305,0.00029196139075793326,f27 f38
3306,0.0002923865395132452,f22 f71
3307,0.0002924012369476259,f66 f71
3308,0.00029246159829199314,f33 f69
3309,0.0002925741137005389,f59 f92
3310,0.00029271779931150377,f62 f92
3311,0.00029291558894328773,f61
3312,0.00029320077737793326,f61 f96
3313,0.00029321431065909564,f38 f48
3314,0.0002933386422228068,f23 f92
3315,0.0002940168196801096,f39 f76
3316,0.00029444435494951904,f15 f90
3317,0.0002950758789665997,f86 f89
3318,0.00029528679442591965,f4 f28
3319,0.0002955322852358222,f25 f69
3320,0.00029563705902546644,f51 f77
3321,0.00029582862043753266,f37^2
3322,0.0002960756828542799,f47 f93
3323,0.0002962116268463433,f2 f52
3324,0.00029622839065268636,f12 f34
3325,0.0002965038293041289,f0 f27
3326,0.0002965161111205816,f97 f98
3327,0.00029653203091584146,f62 f82
3328,0.00029710386297665536,f34 f67
3329,0.0002974200760945678,f33 f95
3330,0.0002975561947096139,f22 f58
3331,0.00029792339773848653,f17 f87
3332,0.00029818384791724384,f4 f37
3333,0.00029872971936129034,f14 f38
3334,0.00029916042694821954,f6 f79
3335,0.0002992581285070628,f48 f56
3336,0.00029949689633212984,f31 f78
3337,0.00029996829107403755,f43 f74
3338,0.00030061614234000444,f39 f44
3339,0.000300679326755926,f41 f60
3340,0.00030157779110595584,f37 f89
3341,0.00030177642474882305,f24 f41
3342,0.00030182505724951625,f39 f67
3343,0.0003018353891093284,f2 f66
3344,0.0003018577990587801,f28 f76
3345,0.00030194551800377667,f59 f68
3346,0.0003019625728484243,f17 f71
3347,0.00030200040782801807,f15 f74
3348,0.00030212424462661147,f7 f14
3349,0.00030217738822102547,f21 f84
3350,0.00030218594474717975,f71 f78
3351,0.00030228629475459456,f0 f11
3352,0.00030260352650657296,f21 f36
3353,0.000302823114907369,f15 f37
3354,0.0003031701489817351,f82 f87
3355,0.00030321258236654103,f49 f85
3356,0.00030337736825458705,f16 f61
3357,0.00030341255478560925,f46 f81
3358,0.0003037947171833366,f27 f65
3359,0.00030384818091988564,f1 f90
3360,0.0003040368319489062,f39 f84
3361,0.0003043691685888916,f2 f59
3362,0.00030448593315668404,f46 f74
3363,0.00030503550078719854,f7 f32
3364,0.00030505185713991523,f62 f65
3365,0.00030511716613546014,f48 f89
3366,0.00030533227254636586,f14 f94
3367,0.0003053436812479049,f27 f85
3368,0.00030553792021237314,f10^2
3369,0.0003057323337998241,f33 f56
3370,0.0003059283480979502,f63 f94
3371,0.0003060760209336877,f0 f77
3372,0.00030618117307312787,f82 f94
3373,0.00030639657052233815,f8 f54
3374,0.0003064884222112596,f11 f67
3375,0.0003065731725655496,f13 f98
3376,0.0003066190402023494,f16 f56
3377,0.0003075854619964957,f2 f21
3378,0.00030779262306168675,f13 f47
3379,0.0003079473681282252,f42 f53
3380,0.0003083052870351821,f25 f94
3381,0.00030861797858960927,f22 f99
3382,0.0003096287546213716,f84 f95
3383,0.00030966507620178163,f19 f45
3384,0.0003097187727689743,f42 f68
3385,0.00031028714147396386,f52 f69
3386,0.0003109001845587045,f96 f98
3387,0.000310921372147277,f2 f61
3388,0.0003116402367595583,f6 f13
3389,0.00031168144778348505,f41 f59
3390,0.0003117748419754207,f35 f99
3391,0.0003121423942502588,f42 f84
3392,0.00031225307611748576,f8 f67
3393,0.0003123475471511483,f35 f85
3394,0.00031289149774238467,f0 f33
3395,0.0003129208635073155,f51 f72
3396,0.00031305558513849974,f56 f96
3397,0.000313103519147262,f58
3398,0.00031357427360489964,f42 f66
3399,0.0003135798906441778,f23 f85
3400,0.00031387698254548013,f62 f70
3401,0.0003142320201732218,f30 f99
3402,0.00031425044289790094,f15 f71
3403,0.00031453228439204395,f7 f68
3404,0.00031466325162909925,f68^2
3405,0.00031478030723519623,f18 f38
3406,0.00031493513961322606,f2 f81
3407,0.00031498100725002587,f59 f62
3408,0.000315014214720577,f91 f95
3409,0.00031526494421996176,f48 f55
3410,0.0003155756858177483,f26 f37
3411,0.00031568596023134887,f59 f61
3412,0.000316065241349861,f4 f32
3413,0.00031619888613931835,f2 f82
3414,0.0003163430083077401,f2 f32
3415,0.0003169433039147407,f19 f58
3416,0.0003170980198774487,f6 f22
3417,0.0003172106808051467,f36 f54
3418,0.0003178116458002478,f42 f71
3419,0.00031784636666998267,f11 f95
3420,0.00031791036599315703,f27 f95
3421,0.00031838598079048097,f12 f64
3422,0.00031871715327724814,f7 f54
3423,0.00031884052441455424,f5 f21
3424,0.00031902716727927327,f52 f91
3425,0.00031905624200589955,f63 f65
3426,0.0003193198936060071,f11 f32
3427,0.0003193729498889297,f71 f73
3428,0.0003195200115442276,f24 f68
3429,0.00032008683774620295,f16 f82
3430,0.0003201949002686888,f1 f71
3431,0.000320334016578272,f8 f34
3432,0.0003205072716809809,f14 f66
3433,0.00032065328559838235,f1 f28
3434,0.0003207771515008062,f85 f90
3435,0.0003208993875887245,f11 f20
3436,0.0003209475544281304,f60 f85
3437,0.00032099441159516573,f41 f97
3438,0.00032103899866342545,f4 f47
3439,0.0003213685122318566,f14 f77
3440,0.00032139194081537426,f12 f30
3441,0.0003214640310034156,f15 f70
3442,0.0003218713100068271,f4 f15
3443,0.0003222996019758284,f16 f57
3444,0.0003224657557439059,f17 f77
3445,0.0003226309490855783,f15 f61
3446,0.0003227270790375769,f29 f63
3447,0.00032301765168085694,f45 f84
3448,0.00032319719321094453,f3 f41
3449,0.00032330822432413697,f67^2
3450,0.00032351407571695745,f31 f38
3451,0.0003235530748497695,f6 f17
3452,0.0003235858748666942,f18 f77
3453,0.00032363622449338436,f40 f75
3454,0.00032370336703024805,f6 f8
3455,0.00032373805879615247,f22 f95
3456,0.0003241435333620757,f18 f31
3457,0.00032428864506073296,f10 f25
3458,0.0003250223817303777,f44 f92
3459,0.0003252656024415046,f24 f28
3460,0.00032542194821871817,f21 f29
3461,0.000325499422615394,f26 f84
3462,0.00032560870749875903,f47 f60
3463,0.0003259061195421964,f53 f57
3464,0.0003263934631831944,f32 f95
3465,0.0003266096755396575,f81 f87
3466,0.00032702420139685273,f43 f67
3467,0.0003272401518188417,f12 f86
3468,0.00032762583578005433,f20 f21
3469,0.00032773884595371783,f21 f81
3470,0.00032774978899396956,f2 f14
3471,0.0003278317453805357,f38 f80
3472,0.00032786381780169904,f15 f91
3473,0.00032802391797304153,f80 f97
3474,0.00032828052644617856,f22 f92
3475,0.00032829149859026074,f11 f31
3476,0.00032850689603947103,f84 f93
3477,0.00032853748416528106,f22 f24
3478,0.00032869289861992,f60 f87
3479,0.0003299912787042558,f10 f89
3480,0.00033000545226968825,f25 f70
3481,0.0003301394172012806,f33 f83
3482,0.00033024384174495935,f28 f47
3483,0.0003303538542240858,f88 f89
3484,0.0003304316196590662,f9 f72
3485,0.000330521899741143,f67 f68
3486,0.00033053028164431453,f3 f88
3487,0.00033054398954845965,f29 f44
3488,0.00033072655787691474,f89 f92
3489,0.0003307672741357237,f52 f54
3490,0.00033110319054685533,f3 f27
3491,0.000331263494445011,f46 f93
3492,0.00033226158120669425,f43 f44
3493,0.0003326197329442948,f10 f72
3494,0.0003327801532577723,f69 f71
3495,0.0003329437458887696,f16 f76
3496,0.00033311269362457097,f52^2
3497,0.00033313463791273534,f63 f89
3498,0.0003333421191200614,f17 f39
3499,0.00033382332185283303,f25 f66
3500,0.0003338579263072461,f26 f79
3501,0.0003339136019349098,f19 f49
3502,0.00033398091909475625,f9 f55
3503,0.0003341702395118773,f8 f11
3504,0.00033442737185396254,f45 f83
3505,0.00033453290234319866,f7 f51
3506,0.000334892887622118,f80
3507,0.0003350054321344942,f3 f52
3508,0.00033508302294649184,f55 f91
3509,0.00033531044027768075,f38 f94
3510,0.0003354354412294924,f77 f78
3511,0.0003355737426318228,f29 f93
3512,0.0003356039524078369,f36 f44
3513,0.0003358031390234828,f17 f96
3514,0.00033598399022594094,f36 f88
3515,0.0003360077680554241,f0 f54
3516,0.0003361548006068915,f2 f49
3517,0.0003362154820933938,f4 f35
3518,0.0003362915012985468,f25 f44
3519,0.00033643300412222743,f35 f74
3520,0.0003364338190294802,f74 f75
3521,0.00033658801112324,f45 f85
3522,0.00033681796048767865,f40 f95
3523,0.00033687142422422767,f38 f39
3524,0.0003369904588907957,f54 f74
3525,0.00033727058325894177,f47 f68
3526,0.0003374014049768448,f50 f86
3527,0.0003374091465957463,f35 f43
3528,0.00033759200596250594,f48 f85
3529,0.00033759637153707445,f44 f93
3530,0.0003384179435670376,f71 f77
3531,0.0003387948963791132,f12 f57
3532,0.00033882365096360445,f8 f87
3533,0.00033899207483045757,f24 f52
3534,0.0003390684723854065,f9 f39
3535,0.0003391252539586276,f54 f98
3536,0.00033966891351155937,f55 f99
3537,0.00033978919964283705,f38 f68
3538,0.0003397953405510634,f7 f28
3539,0.0003400730201974511,f35 f72
3540,0.00034019682789221406,f10 f21
3541,0.00034087401581928134,f2 f56
3542,0.0003414045786485076,f15 f84
3543,0.00034153726301155984,f48 f52
3544,0.0003415467217564583,f93 f95
3545,0.0003416030085645616,f87 f99
3546,0.00034170850994996727,f23 f33
3547,0.00034184634569101036,f80 f94
3548,0.00034201337257400155,f9 f64
3549,0.00034239189699292183,f75 f89
3550,0.00034242752008140087,f82 f89
3551,0.00034258258529007435,f1 f14
3552,0.000342751998687163,f18 f56
3553,0.00034344036248512566,f30 f53
3554,0.0003437084669712931,f69 f72
3555,0.00034376539406366646,f75 f92
3556,0.0003439315769355744,f20 f54
3557,0.0003439369611442089,f86 f99
3558,0.00034421210875734687,f24 f33
3559,0.00034421851160004735,f63 f82
3560,0.0003442390589043498,f47 f52
3561,0.0003445145848672837,f57 f81
3562,0.00034469179809093475,f63 f70
3563,0.00034471304388716817,f51 f83
3564,0.0003450944204814732,f46 f47
3565,0.00034514456638135016,f38 f95
3566,0.00034520626650191844,f44 f69
3567,0.00034531307755969465,f30 f65
3568,0.0003453376702964306,f5 f40
3569,0.0003454099060036242,f16^2
3570,0.00034562102518975735,f1 f11
3571,0.00034570458228699863,f49 f70
3572,0.0003459766448941082,f48 f92
3573,0.00034605403197929263,f51 f67
3574,0.000346161745255813,f38 f71
3575,0.0003462324966676533,f59^2
3576,0.00034656134084798396,f85 f91
3577,0.00034670400782488286,f2 f73
3578,0.0003467044443823397,f27 f84
3579,0.00034671113826334476,f94^2
3580,0.00034674207563512027,f53 f83
3581,0.0003467539791017771,f5 f50
3582,0.00034684702404774725,f0 f29
3583,0.0003472100361250341,f4 f20
3584,0.0003473341348581016,f45 f56
3585,0.00034750107442960143,f62 f71
3586,0.0003479666484054178,f28 f55
3587,0.0003481369058135897,f14 f39
3588,0.0003484765475150198,f3 f56
3589,0.0003486193891149014,f54 f75
3590,0.0003486682253424078,f84
3591,0.0003490503295324743,f47 f97
3592,0.0003492776886560023,f26 f97
3593,0.0003492971300147474,f18 f83
3594,0.0003494461707305163,f44 f95
3595,0.00034977076575160027,f29 f54
3596,0.0003498807782307267,f75 f77
3597,0.0003499067388474941,f6 f33
3598,0.00034999422496184707,f11 f44
3599,0.00035017772461287677,f11 f68
3600,0.0003502473409753293,f67 f76
3601,0.0003503001353237778,f5 f83
3602,0.0003503002517390996,f15 f76
3603,0.0003508131194394082,f3 f12
3604,0.0003510292444843799,f38 f87
3605,0.0003511661780066788,f9 f23
3606,0.000351396796759218,f1 f37
3607,0.0003515087009873241,f2 f29
3608,0.0003518122830428183,f28 f34
3609,0.0003523180785123259,f20 f40
3610,0.00035233813105151057,f5 f39
3611,0.0003523853374645114,f16 f33
3612,0.0003529586538206786,f1 f15
3613,0.00035299654700793326,f57 f67
3614,0.0003530018439050764,f46 f57
3615,0.00035310108796693385,f54 f90
3616,0.00035330402897670865,f22 f68
3617,0.0003534448624122888,f93 f99
3618,0.00035348470555618405,f2^2
3619,0.0003538568562362343,f58 f74
3620,0.000353869836544618,f39 f52
3621,0.00035398834734223783,f8 f61
3622,0.00035423479857854545,f55 f97
3623,0.00035474044852890074,f9 f97
3624,0.0003550271794665605,f38 f65
3625,0.0003551337867975235,f14 f74
3626,0.0003553663264028728,f46 f53
3627,0.0003555413568392396,f36 f70
3628,0.0003556402225513011,f1 f75
3629,0.00035575893707573414,f6 f19
3630,0.000355953088728711,f50 f62
3631,0.0003559838223736733,f10 f33
3632,0.0003563101636245847,f3 f71
3633,0.00035655408282764256,f22 f39
3634,0.0003567705280147493,f54 f77
3635,0.00035692332312464714,f54 f86
3636,0.00035736183053813875,f31 f36
3637,0.00035739809391088784,f8 f77
3638,0.000357521086698398,f16 f97
3639,0.0003575796145014465,f3 f22
3640,0.0003576856979634613,f4 f71
3641,0.00035777987795881927,f7 f13
3642,0.00035782140912488103,f73 f87
3643,0.0003582547069527209,f51 f63
3644,0.00035839431802742183,f28 f74
3645,0.0003585068916436285,f25 f72
3646,0.00035879877395927906,f76^2
3647,0.00035882863448932767,f85 f88
3648,0.0003591712738852948,f49 f81
3649,0.0003591744170989841,f48 f81
3650,0.0003597312024794519,f42 f51
3651,0.00035980704706162214,f48 f91
3652,0.0003598720650188625,f7 f79
3653,0.0003598879848141223,f1 f44
3654,0.00036007812013849616,f55 f59
3655,0.0003603789664339274,f0 f35
3656,0.00036049680784344673,f5 f70
3657,0.0003606899699661881,f10 f68
3658,0.0003607299877330661,f5 f29
3659,0.0003607649705372751,f39 f41
3660,0.0003608048427850008,f7 f50
3661,0.000361009209882468,f43 f59
3662,0.00036144896876066923,f78 f97
3663,0.00036146040656603873,f41 f72
3664,0.0003615072928369045,f66 f89
3665,0.0003615768509916961,f8 f83
3666,0.00036163770710118115,f61 f98
3667,0.0003618378541432321,f25 f54
3668,0.0003620715287979692,f17 f68
3669,0.00036213439307175577,f28 f86
3670,0.00036231265403330326,f39 f79
3671,0.00036232045385986567,f22 f59
3672,0.0003623418742790818,f42 f46
3673,0.0003624251112341881,f35 f49
3674,0.0003625890240073204,f56 f68
3675,0.0003626288380473852,f11 f96
3676,0.0003626897814683616,f55 f82
3677,0.00036285625537857413,f31 f83
3678,0.00036293125594966114,f7 f16
3679,0.00036306193214841187,f8 f55
3680,0.0003631138242781162,f4 f93
3681,0.0003634778258856386,f67 f70
3682,0.00036363210529088974,f36 f84
3683,0.00036380329402163625,f22 f65
3684,0.0003640444774646312,f9 f21
3685,0.0003641772491391748,f60 f84
3686,0.00036421706317923963,f24 f29
3687,0.00036426488077268004,f5 f46
3688,0.0003646438126452267,f18 f55
3689,0.00036476514651440084,f20 f77
3690,0.0003648319689091295,f17 f81
3691,0.000364936888217926,f6 f76
3692,0.00036527696647681296,f2 f46
3693,0.00036535755498334765,f25^2
3694,0.00036546358023770154,f41 f54
3695,0.0003656335175037384,f35 f55
3696,0.00036577210994437337,f3 f57
3697,0.0003667301789391786,f51 f98
3698,0.00036688661202788353,f10 f75
3699,0.00036702543729916215,f34 f78
3700,0.0003672184539027512,f46 f84
3701,0.00036726988037116826,f68 f95
3702,0.0003677138884086162,f0 f9
3703,0.0003678570792544633,f68 f87
3704,0.00036806907155551016,f28 f80
3705,0.00036812943289987743,f78 f80
3706,0.0003682307433336973,f16 f17
3707,0.0003682557726278901,f16 f84
3708,0.00036829340388067067,f53 f80
3709,0.00036840102984569967,f61 f66
3710,0.00036847847513854504,f8 f98
3711,0.0003686156705953181,f3 f59
3712,0.00036869419272989035,f33 f61
3713,0.0003688883734866977,f13 f66
3714,0.00036909611662849784,f16 f48
3715,0.00036912711220793426,f43 f83
3716,0.000369495915947482,f19 f48
3717,0.00036953750532120466,f7 f8
3718,0.00036959705175831914,f9 f50
3719,0.0003701893729157746,f8 f22
3720,0.0003709101874846965,f31 f34
3721,0.0003711125464178622,f17 f85
3722,0.000371157395420596,f24 f67
3723,0.0003712252073455602,f80 f93
3724,0.00037178254569880664,f12 f99
3725,0.00037194823380559683,f8 f50
3726,0.0003720464592333883,f37 f80
3727,0.0003723578411154449,f25 f67
3728,0.000372522248653695,f10 f90
3729,0.0003725489950738847,f17 f18
3730,0.000372629874618724,f83^2
3731,0.00037269367021508515,f28 f94
3732,0.0003727129369508475,f14 f68
3733,0.0003727172443177551,f0 f10
3734,0.0003727358707692474,f25
3735,0.00037273814086802304,f35 f48
3736,0.00037287839222699404,f24 f65
3737,0.0003733545891009271,f90 f92
3738,0.00037342612631618977,f69 f98
3739,0.00037353267543949187,f49 f51
3740,0.00037361326394602656,f41 f48
3741,0.0003737097140401602,f2 f37
3742,0.0003737676015589386,f44 f47
3743,0.00037380048888735473,f20 f73
3744,0.00037383846938610077,f6 f28
3745,0.0003740482497960329,f39 f70
3746,0.00037405462353490293,f44 f99
3747,0.0003741951077245176,f69 f74
3748,0.0003742854460142553,f9 f12
3749,0.00037435366539284587,f28 f81
3750,0.00037453972618095577,f21 f23
3751,0.0003747680748347193,f52 f76
3752,0.0003748294257093221,f14 f15
3753,0.00037497119046747684,f15 f89
3754,0.00037520183832384646,f53 f67
3755,0.00037534430157393217,f69 f95
3756,0.0003755087673198432,f4 f83
3757,0.0003757100203074515,f25 f92
3758,0.00037580353091470897,f6 f83
3759,0.00037593761226162314,f24 f76
3760,0.00037617312045767903,f8 f89
3761,0.00037632507155649364,f13 f84
3762,0.0003764501598197967,f13 f83
3763,0.0003764504217542708,f52 f82
3764,0.0003768701571971178,f24 f82
3765,0.00037705572322010994,f33 f96
3766,0.00037715790676884353,f33 f59
3767,0.0003772607888095081,f38 f96
3768,0.00037756265373900533,f37 f51
3769,0.0003777137608267367,f8 f47
3770,0.0003780464467126876,f12 f27
3771,0.00037818850250914693,f10 f46
3772,0.0003781885898206383,f7 f83
3773,0.00037823899765498936,f40 f92
3774,0.00037848512874916196,f23 f61
3775,0.0003785457229241729,f31 f62
3776,0.0003787185705732554,f83 f94
3777,0.0003788020694628358,f25 f62
3778,0.0003788768080994487,f23 f29
3779,0.0003794211952481419,f82 f93
3780,0.00037951613194309175,f48 f72
3781,0.00037959584733471274,f81 f86
3782,0.00037960242480039597,f16 f75
3783,0.00038002306246198714,f19 f77
3784,0.00038014838355593383,f44 f83
3785,0.00038035327452234924,f1 f89
3786,0.0003805758024100214,f65 f94
3787,0.0003806346794590354,f27 f75
3788,0.00038073418545536697,f50 f75
3789,0.0003809127665590495,f45 f74
3790,0.00038102868711575866,f59 f75
3791,0.00038123567355796695,f10 f76
3792,0.0003812634095083922,f50 f96
3793,0.0003812930081039667,f36 f73
3794,0.00038151294575072825,f43 f78
3795,0.0003816396929323673,f23 f37
3796,0.0003816574753727764,f8^2
3797,0.0003821655409410596,f21 f57
3798,0.00038229883648455143,f25 f88
3799,0.0003823324805125594,f3 f58
3800,0.00038236210821196437,f27 f70
3801,0.00038237092667259276,f3 f18
3802,0.0003824132727459073,f74 f89
3803,0.0003825381281785667,f22 f77
3804,0.0003827456966973841,f8 f28
3805,0.00038275946280919015,f63 f67
3806,0.0003829440101981163,f14 f62
3807,0.0003829876659438014,f29 f46
3808,0.000382992293452844,f1 f94
3809,0.0003830595233011991,f57 f96
3810,0.00038322227192111313,f44 f45
3811,0.0003837436670437455,f33 f94
3812,0.00038379739271476865,f55 f94
3813,0.00038386532105505466,f56 f98
3814,0.0003842371515929699,f22 f75
3815,0.0003843109298031777,f33^2
3816,0.0003844559541903436,f5 f48
3817,0.00038454067544080317,f2 f28
3818,0.0003845482715405524,f35 f56
3819,0.00038461058284156024,f10 f73
3820,0.0003848727501463145,f14 f85
3821,0.0003849018830806017,f24 f45
3822,0.0003849469358101487,f37 f64
3823,0.00038504463736899197,f24 f83
3824,0.0003852868394460529,f73 f78
3825,0.0003853038651868701,f65 f96
3826,0.00038535482599399984,f29 f42
3827,0.0003854150418192148,f70 f95
3828,0.0003857166157104075,f87 f91
3829,0.0003859506396111101,f10 f83
3830,0.0003860985452774912,f60 f71
3831,0.00038627610774710774,f3 f50
3832,0.000386403757147491,f3 f26
3833,0.0003865555045194924,f59 f81
3834,0.0003865762264467776,f15 f67
3835,0.0003866277984343469,f15 f79
3836,0.0003866505285259336,f57 f82
3837,0.00038669886998832226,f16 f43
3838,0.00038672424852848053,f30 f34
3839,0.00038675201358273625,f9 f82
3840,0.00038693970418535173,f34 f57
3841,0.00038700885488651693,f24 f26
3842,0.00038706226041540504,f40 f46
3843,0.0003871896769851446,f6 f69
3844,0.0003875364491250366,f2 f42
3845,0.00038772475090809166,f3 f43
3846,0.0003878801071550697,f21 f97
3847,0.0003879106370732188,f73 f92
3848,0.0003880733565893024,f31 f49
3849,0.00038821034831926227,f16 f69
3850,0.0003882678283844143,f73 f81
3851,0.0003884031611960381,f16 f50
3852,0.00038857662002556026,f25 f29
3853,0.00038885039975866675,f70 f77
3854,0.0003888630017172545,f40 f66
3855,0.00038886695983819664,f13 f49
3856,0.0003890636726282537,f26 f34
3857,0.0003891107626259327,f7 f45
3858,0.00038911669980734587,f0 f67
3859,0.00038920569932088256,f2 f51
3860,0.00038933660835027695,f13 f60
3861,0.00038939545629546046,f64 f85
3862,0.0003894605324603617,f11 f85
3863,0.0003896288981195539,f8 f56
3864,0.00038983451668173075,f4 f26
3865,0.00038988853339105844,f12 f28
3866,0.00039010163163766265,f78 f86
3867,0.0003904904588125646,f24 f75
